Country,2016 Required,2016 Available,2016 Expenditure,2016 Gap,2017 Required,2017 Available,2017 Expenditure,2017 Gap,2018 Required,2018 Available,2018 Expenditure,2018 Gap,2019 Required,2019 Available,2019 Expenditure,2019 Gap,2020 Required,2020 Available,2020 Expenditure,2020 Gap,2021 Required,2021 Available,2021 Expenditure,2021 Gap,2022 Required,2022 Available,2022 Expenditure,2022 Gap,2023 Required,2023 Available,2023 Expenditure,2023 Gap,2024 Required,2024 Available,2024 Expenditure,2024 Gap
Nigeria,175914746.75,145210680.27,112815135.32000001,30704066.480000004,175914746.75,133322114.05,103952927.59,42592632.7,175914746.75,150308240.61,112399631.22,25606506.14,171110196.0,127678830.36,100718322.9,43431365.64,180861737.66666666,154821004.46,114455602.53999999,26040733.206666663,156679227.6666667,123781875.91,95684008.93,32897351.756666668,195007825.66666666,161424696.53,137552429.92000002,33583129.13666666,143693793.0833333,119488316.05,87238994.77000001,24205477.03333334,222034071.08333334,188532639.3,152717606.31,33501431.783333335
Rwanda,17451393.44,13673775.78,9845716.23,3777617.66,17451393.44,13175731.56,9938260.72,4275661.88,17019014.29,14194785.36,10116592.57,2824228.93,18240932.55,16061047.940000001,12799211.02,2179884.6099999994,18877213.606,15676530.01,12323315.41,3200683.5960000004,14296880.27,11442121.790000001,9628792.66,2854758.48,24515789.256,21388023.87,16109725.49,3127765.3860000004,15488735.076000001,12620987.209999999,10311099.66,2867747.8660000004,17917668.991,13089762.379999999,11225031.55,4827906.611
Sao Tome and Principe,2473157.0,1833153.3900000001,1370818.82,640003.61,2473157.0,1897774.2,1542086.01,575382.8,2473157.0,2230258.07,1681641.6099999999,242898.93000000005,2473157.0,1785567.76,1505646.73,687589.24,2473157.0,2050899.58,1729885.98,422257.4199999999,2473157.0,2081475.97,1646456.06,391681.02999999997,2473157.0,2000152.6300000001,1654680.9,473004.36999999994,2543140.16,2020406.84,1687398.08,522733.32,2538640.16,2179562.73,1765312.15,359077.43
Senegal,350010.0,313506.05,233987.28999999998,36503.95,350010.0,265611.0,241374.44999999998,84398.99999999999,350010.0,297988.95,202736.93000000002,52021.05000000002,350010.0,234120.48,190217.44999999998,115889.51999999999,350010.0,681630.47,240804.59999999998,71102.53000000003,350010.0,276087.32,203094.92,73922.68000000002,350010.0,280678.45,248968.29,69331.54999999999,350010.0,292268.52999999997,249228.67,57741.470000000016,350010.0,276135.07,234378.37,73874.93000000002
Seychelles,170000.0,132554.16999999998,110110.92,37445.83,170000.0,133979.98,107361.84,36020.01999999999,170000.0,141207.57,109744.51000000001,28792.430000000004,170000.0,126276.64,98396.8,43723.36,170000.0,128625.83,107067.04,41374.17,170000.0,132758.69,108671.3,37241.310000000005,170000.0,133824.15,113401.03,36175.85,170000.0,133841.16,108330.9,36158.84,220000.0,175089.85,141379.19,44910.15
Sierra Leone,14835669.65,12618896.89,10215751.81,2216772.7600000002,14835669.65,11701495.34,8914138.57,3134174.31,14835669.65,11914305.99,9365897.06,2921363.66,14835669.65,11982124.74,10341386.620000001,2853544.91,12497114.0,10224723.32,7994962.22,2272390.6799999997,14617626.0,12567247.25,9992831.63,2050378.75,13347085.25,10714990.43,8732737.8,2632094.8200000003,17956646.0,15244882.91,12808331.16,2711763.09,15759877.0,11749690.61,9173760.58,4010186.39
Somalia,28142978.0,22066863.95,17193535.44,6076114.050000001,28142978.0,21980468.34,17583916.53,6162509.659999999,28142978.0,21392936.7,16271940.0,6750041.3,28142978.0,21424507.669999998,18623481.669999998,6718470.33,28142978.0,23166398.26,19020785.56,4976579.74,35217965.3,27886227.73,22311650.22,7331737.57,25613354.06,18842983.67,15892219.83,6770370.39,23017826.32,17760074.669999998,13378755.77,5257751.649999999,30501952.26,23750783.3,18447476.27,6751168.96
South Africa,150000.0,125265.76000000001,81912.75,24734.23999999999,150000.0,123362.45999999999,99524.53,26637.540000000008,150000.0,118947.55000000002,100067.7,31052.44999999999,150000.0,120495.28,102913.42,29504.72,150000.0,126281.73999999999,104558.56,23718.260000000002,150000.0,124810.09,114290.31,25189.909999999996,150000.0,113885.94,99030.95000000001,36114.060000000005,150000.0,113190.82,85051.89,36809.17999999999,150000.0,106404.70999999999,77256.18,43595.29
South Sudan,26209578.916666668,21824029.05,17403436.51,4385549.866666667,26209578.916666668,21210384.35,17701657.23,4999194.566666666,26209578.916666668,21929296.93,18275284.259999998,4280281.986666666,25618670.62,20405570.06,17328836.9,5213100.5600000005,25852947.0,20362364.87,16864956.07,5490582.13,27302135.0,20381587.02,15485082.86,6920547.98,26156031.666666668,20777521.95,15925100.52,5454252.716666666,27582578.86238095,21394090.02,16811723.47,6188488.842380952,30774364.86238095,23253835.3,18686529.71,7520529.562380953
Sudan,2022222.0,1682245.02,1475831.21,339976.98000000004,2022222.0,1619049.06,1380928.56,403172.94,2022222.0,1848513.33,1392098.0,173708.67000000004,2022222.0,1531819.99,1322506.9100000001,490402.00999999995,2022222.0,1466494.15,1221547.18,555727.8500000001,2022222.0,1653238.41,1327957.1400000001,368983.59,2022222.0,1610287.6600000001,1293284.04,411934.33999999997,2022222.0,1588807.61,1326961.32,433414.38999999996,2022222.0,1611241.69,1351538.95,410980.31000000006
Tanzania,17489912.385,14817423.22,11641717.47,2672489.165,16644533.93,13062347.24,10678105.790000001,3582186.69,16688223.166666668,14414698.98,12313432.93,2273524.186666667,17397665.166666668,14983904.43,12450021.68,2413760.736666667,17617520.166666668,13959736.73,11172183.549999999,3657783.4366666665,16325230.965,13776735.25,10379947.48,2548495.715,19231684.296666667,15471740.68,12863492.36,3759943.6166666667,16841082.796666667,14271116.52,11281908.2,2569966.276666667,15148800.016666668,11473584.53,8590739.15,3675215.486666667
Tunisia,6416553.8,5127610.31,4074311.06,1288943.4900000002,6416553.8,4597166.29,3965533.0199999996,1819387.51,6416553.8,5615668.96,4365869.42,800884.8399999999,6416553.8,5427679.0,4064226.23,988874.7999999999,6416553.8,4769238.45,3834010.04,1647315.3499999999,5798362.0,4942248.67,3851263.2800000003,856113.3300000001,5356674.0,4703131.17,3723706.89,653542.8299999998,6571755.0,5138870.53,4044359.98,1432884.47,6511915.0,5526975.550000001,4174125.15,984939.4499999998
Uganda,72177115.83333333,60083263.57,54156109.42,12093852.263333334,72177115.83333333,63543702.65,49518106.29,8633413.183333332,72177115.83333333,52487220.95,42480291.72,19689894.883333333,72177115.83333333,60617890.76,48906968.01,11559225.073333332,72177115.83333333,63909737.19,47810664.75,8267378.643333333,64360432.5,56927510.06,44620929.300000004,7432922.4399999995,69319970.5,59850171.64,48606662.75,9469798.86,82850944.5,67521627.36,57491750.02,15329317.139999999,71880251.33333333,59776962.91,43663182.49,12103288.423333334
Zambia,6624933.0,4874965.98,3968323.66,1749967.02,6624933.0,6127290.96,4721898.62,497642.0399999999,6624933.0,5299587.890000001,4042931.13,1325345.1099999999,6624933.0,4888450.91,4078317.4400000004,1736482.0899999999,6624933.0,5229448.86,3991198.8499999996,1395484.14,6624933.0,5453922.64,4274431.48,1171010.3599999999,6624933.0,5791545.31,4704399.49,833387.6900000001,6624933.0,4599214.0,3643471.63,2025718.9999999998,6624933.0,5550454.25,4351890.06,1074478.75
Zimbabwe,3231854.666666667,2667210.26,2000967.74,564644.4066666666,3231854.666666667,2743484.85,2309911.91,488369.81666666665,3231854.666666667,2505277.7,1926815.19,726576.9666666667,3231854.666666667,2490464.18,1935673.06,741390.4866666666,3231854.666666667,2826458.14,2318933.1,405396.5266666666,3231854.666666667,2351207.65,2074958.6800000002,880647.0166666668,3509444.3333333335,3027443.46,2646758.37,482000.8733333333,3113807.0,2461646.2,2198124.98,652160.8,3359558.0,2440545.62,2098348.47,919012.3800000001
Grand Total,624237885.2583333,511307454.32000005,406208395.69000006,112930430.93833335,623392506.8033333,493957632.91,391603340.70000005,129434873.89333335,622981153.89,508933870.67999995,399218916.1399999,114047283.21000002,621512025.1033334,499417730.57000005,407136040.00000006,122194294.53333335,628283328.9293332,523469283.2,405034903.9800001,105216768.72933331,594748505.4383333,479787205.99,382992615.14000005,114961299.44833334,634021459.076,510582259.15,414177034.1500001,123514942.926,591579918.2598095,475358406.71999997,375673616.93999994,116304511.53980954,718667945.4181429,587153270.77,471837437.48,131514674.64814286
