Country,2016 Required,2016 Available,2016 Expenditure,2016 Gap,2017 Required,2017 Available,2017 Expenditure,2017 Gap,2018 Required,2018 Available,2018 Expenditure,2018 Gap,2019 Required,2019 Available,2019 Expenditure,2019 Gap,2020 Required,2020 Available,2020 Expenditure,2020 Gap,2021 Required,2021 Available,2021 Expenditure,2021 Gap,2022 Required,2022 Available,2022 Expenditure,2022 Gap,2023 Required,2023 Available,2023 Expenditure,2023 Gap,2024 Required,2024 Available,2024 Expenditure,2024 Gap
Egypt,886612.5,722680.87,601071.01,163931.63,886612.5,783588.3899999999,585057.83,103024.11000000004,886612.5,629427.34,586364.88,257185.16000000003,886612.5,672149.38,575410.92,214463.12000000002,886612.5,752910.97,572948.77,133701.53000000003,886612.5,697011.61,544705.0700000001,189600.88999999996,886612.5,625682.77,488853.13,260929.73,320405.0,250460.44,209254.55,69944.56,1452820.0,1183105.48,944602.71,269714.52
Equatorial Guinea,283105.0,216802.96,159633.05,66302.04000000001,283105.0,212867.47,178846.83,70237.53,283105.0,183538.04,168665.34,99566.95999999999,283105.0,268949.75,215305.27,14155.25,283105.0,212172.06,173254.88,70932.94,283105.0,189799.6,152570.5,93305.4,283105.0,200243.52,137608.1,82861.48000000001,283105.0,268949.75,216903.04,14155.25,283105.0,216266.76,170017.46,66838.23999999999
Gabon,89000.0,62675.45,51623.62,26324.55,89000.0,67526.23,47229.340000000004,21473.77,89000.0,68210.22,58984.06,20789.780000000002,89000.0,65240.020000000004,49786.96,23759.98,89000.0,72698.5,56579.3,16301.500000000004,89000.0,70805.04000000001,56304.149999999994,18194.96,89000.0,83310.33,69095.23000000001,5689.670000000002,89000.0,79143.86,63254.869999999995,9856.139999999996,89000.0,59927.600000000006,49771.53,29072.399999999998
Gambia,473535.0,392408.94,294246.08,81126.06000000001,473535.0,378927.58999999997,320335.84,94607.41000000002,473535.0,338597.76,260128.57,134937.24,473535.0,395862.15,305170.62,77672.85,473535.0,343028.97000000003,266421.03,130506.03,583000.0,419128.91000000003,364754.12,163871.09,364070.0,295883.76,215061.3,68186.23999999999,473535.0,392304.5,320362.57,81230.5,473535.0,367966.98,294237.72,105568.02
Ghana,345821.0,268546.02,233382.16,77274.98,345821.0,279655.22000000003,229925.25999999998,66165.78,345821.0,274528.93,245289.68000000002,71292.06999999999,345821.0,286144.33,195256.67,59676.66999999999,345821.0,271270.13,226368.66999999998,74550.87,345821.0,298712.0,255615.78,47109.000000000015,345821.0,243602.32,180286.25,102218.68000000001,249531.0,192463.54,175785.78,57067.46,442111.0,404076.32,323881.91,38034.68000000001
Guinea-Bissau,619625.0,510940.46,416133.30000000005,108684.53999999998,619625.0,551448.98,466546.22,68176.02000000002,619625.0,528644.49,429696.25,90980.51000000002,619625.0,506343.03,363198.85,113281.97,619625.0,452404.67000000004,386940.55,167220.33,619625.0,472966.61,348882.1,146658.39,812900.0,616555.01,433021.64,196344.99000000002,913000.0,714056.8500000001,620654.28,198943.14999999997,177600.0,129182.70999999999,112123.59,48417.29
Kenya,1525000.0,1063070.54,913760.25,461929.45999999996,1525000.0,1362893.12,1218464.05,162106.8799999999,1500000.0,1235204.04,992182.38,264795.95999999996,1550000.0,1314715.36,1022379.78,235284.6399999999,1525000.0,1091807.81,845044.16,433192.18999999994,1525000.0,1048590.59,773648.28,476409.4099999999,1525000.0,1015310.7,760296.72,509689.30000000005,1525000.0,1061223.92,723870.24,463776.0800000001,1525000.0,1301338.96,1016013.57,223661.04000000004
Liberia,28333.333333333332,24734.31,18664.21,3599.023333333331,28333.333333333332,21746.32,14705.65,6587.013333333332,28333.333333333332,19374.25,12581.89,8959.083333333332,28333.333333333332,25878.9,23313.9,2454.4333333333307,28333.333333333332,25034.16,20044.32,3299.1733333333323,28333.333333333332,23194.61,17654.89,5138.7233333333315,40000.0,29962.38,20424.52,10037.619999999999,28333.333333333332,22974.59,15886.73,5358.743333333332,20000.0,16403.7,14054.9,3596.2999999999993
Libya,890000.0,761119.8400000001,659248.1799999999,128880.15999999995,890000.0,765099.2,697752.4400000001,124900.80000000002,890000.0,766303.62,659550.4299999999,123696.38,890000.0,822972.9,613482.83,67027.1,890000.0,754902.98,546266.1599999999,135097.02000000002,890000.0,761937.6000000001,647158.89,128062.39999999997,890000.0,764787.32,641606.55,125212.68000000002,840000.0,746015.45,574508.21,93984.54999999999,940000.0,604318.79,547988.12,335681.21
Madagascar,393530.5,291645.92,234727.01,101884.58,393530.5,318966.28,258792.91,74564.22,393530.5,316038.18,241516.08,77492.32,393530.5,318154.45,253246.25,75376.05,393530.5,317112.61,240250.56,76417.89000000001,393530.5,325351.53,268397.62,68178.97,393530.5,341344.58999999997,283269.04000000004,52185.91,393530.5,309512.47,234022.99,84018.03,419000.0,308705.01,229932.55,110294.99000000002
Mauritania,43384.0,37019.09,33460.98,6364.910000000002,43384.0,32188.72,21929.68,11195.279999999999,43384.0,34032.5,25019.83,9351.5,43384.0,33220.92,28556.899999999998,10163.080000000002,43384.0,34940.33,27941.17,8443.670000000002,43384.0,38138.45,30968.219999999998,5245.55,43384.0,32988.35,30388.07,10395.650000000001,43384.0,30760.09,26208.36,12623.91,43384.0,34039.69,29130.620000000003,9344.309999999998
Mauritius,800000.0,664227.41,551329.03,135772.59000000003,800000.0,555977.47,408282.95,244022.53,800000.0,619468.97,561038.58,180531.03,800000.0,614132.78,468116.73,185867.21999999997,800000.0,608993.81,477184.45999999996,191006.19,800000.0,552514.66,437303.69,247485.34,800000.0,641686.4099999999,466365.76,158313.59,800000.0,683480.6,544173.59,116519.4,800000.0,626342.03,466258.42,173657.97000000003
Morocco,2000000.0,1883645.83,1368022.94,116354.16999999993,2000000.0,1414499.02,1045039.81,585500.98,2000000.0,1879640.29,1651687.75,120359.70999999996,2000000.0,1293759.96,1099206.83,706240.04,2000000.0,1616972.09,1302763.95,383027.9099999999,2000000.0,1551982.6,1243546.51,448017.3999999999,2000000.0,1325665.83,1055303.8,674334.1699999999,2000000.0,1589433.93,999529.47,410566.07000000007,2000000.0,1808937.08,1511164.5,191062.91999999993
Namibia,416498.0,287655.68,216679.54,128842.32,416498.0,325835.26,269956.95,90662.73999999999,416498.0,294887.69,257321.6,121610.31,416498.0,300112.32,241571.51,116385.68,416498.0,279089.19,232723.14,137408.81,416498.0,337283.51,278899.58,79214.48999999999,416498.0,366947.8,305350.14,49550.20000000001,416498.0,370561.65,269254.31,45936.34999999998,416498.0,290565.52,236144.37,125932.47999999998
Nigeria,9107871.5,7743964.08,7024314.7,1363907.42,9107871.5,6914419.5,5937807.01,2193452.0,9107871.5,7696542.97,5630798.2700000005,1411328.5300000003,8662450.0,6863780.98,5309946.54,1798669.02,8782992.0,6573059.649999999,5116947.4,2209932.35,9334580.0,6727138.25,4947533.72,2607441.7500000005,9651464.0,7929876.41,6667696.1899999995,1721587.5899999996,13102750.5,11503910.73,10500845.53,1598839.77,5703334.42,4127708.6,3118835.4,1575625.8199999998
Rwanda,933461.72,695517.38,527843.22,237944.33999999997,933461.72,645178.74,537406.77,288282.98,728500.0,568390.99,429493.7,160109.01,791174.88,696793.74,543868.21,94381.14000000001,1008059.0,779052.37,585440.93,229006.63,1206113.0,894063.3400000001,750999.1799999999,312049.66,933461.72,783279.23,639256.8600000001,150182.48999999996,933461.72,772085.27,579150.87,161376.44999999995,933461.72,785119.8300000001,672972.5,148341.88999999996
Sao Tome and Principe,335000.0,289436.5,215740.62000000002,45563.5,335000.0,282480.72,200733.07,52519.28,335000.0,245814.90000000002,183161.61000000002,89185.09999999999,335000.0,286553.11,222532.14,48446.889999999985,335000.0,261490.63999999998,184472.26,73509.36000000002,335000.0,250805.56,221049.67,84194.44,335000.0,286534.66,216547.52000000002,48465.34,511432.85,428960.31,384133.30000000005,82472.54,354603.65,261682.25,230363.72,92921.40000000001
Seychelles,1250000.0,1031464.1399999999,706409.25,218535.86000000004,1250000.0,1086925.03,818177.02,163074.96999999997,1250000.0,936139.48,746242.07,313860.52,1250000.0,1123507.44,1053837.69,126492.56,1250000.0,889695.59,763009.55,360304.41000000003,1250000.0,1064511.78,706140.51,185488.21999999997,1250000.0,1034308.7000000001,767291.24,215691.29999999993,1250000.0,991043.71,760913.02,258956.28999999998,1250000.0,942316.3099999999,790121.03,307683.69000000006
Somalia,13700000.0,10853910.0,8289959.63,2846090.0,13700000.0,10479738.92,8615226.16,3220261.0799999996,13700000.0,11455905.74,9796291.99,2244094.2600000002,13700000.0,9796938.26,6737229.19,3903061.74,13700000.0,11227790.9,8554567.01,2472209.1,13700000.0,11801957.89,8646347.27,1898042.1100000003,13700000.0,9497292.440000001,7397445.640000001,4202707.56,13700000.0,10043545.47,8254857.140000001,3656454.5300000003,13700000.0,11265907.11,8562191.17,2434092.89
South Sudan,3203333.3333333335,2429943.0,1907479.54,773390.3333333333,3203333.3333333335,2367132.91,1829806.62,836200.4233333332,3203333.3333333335,2557504.42,2003180.6300000001,645828.9133333333,3203333.3333333335,2555660.21,2065762.83,647673.1233333334,3203333.3333333335,2847940.32,2360938.83,355393.0133333335,3203333.3333333335,2758879.5199999996,1938564.67,444453.81333333335,3203333.3333333335,2402163.27,2067551.72,801170.0633333335,2925000.0,2234608.85,1739145.02,690391.15,3530000.0,3103437.87,2409232.3699999996,426562.1299999999
Sudan,200000.0,174458.82,133276.69,25541.179999999993,200000.0,150352.08,109893.65,49647.92000000001,200000.0,138220.44,97042.51,61779.56,200000.0,169705.75,126487.99,30294.25,200000.0,179058.3,121452.94,20941.70000000001,200000.0,167146.29,127175.13,32853.70999999999,200000.0,156942.9,118542.01,43057.100000000006,200000.0,137618.45,108453.92,62381.54999999999,200000.0,162502.2,144958.23,37497.79999999999
Tanzania,7301163.666666667,5980221.1899999995,5074965.73,1320942.476666667,8000663.666666667,6110685.56,4904495.42,1889978.1066666672,7365663.666666667,6657773.26,4619968.77,707890.4066666667,7665663.666666667,6062594.9,4805754.74,1603068.7666666666,7865663.666666667,6604469.77,5600251.83,1261193.896666667,7340663.666666667,6226688.5,5434039.359999999,1113975.166666667,6840852.0,5935387.0600000005,5089597.3100000005,905464.9400000001,8680990.0,7062999.62,5783645.609999999,1617990.3800000001,7247899.0,5783238.3100000005,4209450.87,1464660.69
Tunisia,2100023.0,1917757.49,1349343.63,182265.51,2100023.0,1639975.49,1537562.97,460047.51,2100023.0,1683893.67,1316683.56,416129.3300000001,2100023.0,1388821.71,1087472.65,711201.29,2100023.0,1862833.23,1435460.35,237189.77000000002,2100023.0,1676606.01,1293976.99,423416.99,2100023.0,1318588.22,1224481.13,781434.78,2100023.0,1611709.79,1076703.36,488313.20999999996,2100023.0,1825358.99,1467701.99,274664.01
Uganda,1094706.0,881704.0700000001,694433.45,213001.92999999996,1094706.0,845756.0,611905.3300000001,248950.0,1094706.0,1035449.4099999999,893679.89,59256.59000000005,1094706.0,836035.38,782287.5800000001,258670.62,1094706.0,779982.02,643007.2000000001,314723.9799999999,1933120.0,1658512.04,1324028.3599999999,274607.95999999996,913498.0,608976.14,495712.20999999996,304521.86,437500.0,349452.35,301532.00999999995,88047.65000000002,1094706.0,970586.31,696351.11,124119.68999999994
Grand Total,56778170.05333334,46603999.52,37518742.37000001,10174170.533333333,57477670.05333334,44587642.75,36744133.69,12890027.303333333,56741546.55333334,47400886.92999999,37667579.900000006,9340659.623333333,56813794.17333334,43487868.88,33590310.68,13325925.293333331,57418376.63533334,46357840.81,36939772.49,11060535.825333335,58267349.71333334,46978891.629999995,36371568.37,11288458.083333332,56392411.937,43600518.769999996,35494095.03,12791893.166999998,61335484.94442858,49627867.22,40458586.410000004,11707617.724428574,54273400.16109524,43988469.35000001,33895308.21,10284930.811095236
