Country,2016 Required,2016 Available,2016 Expenditure,2016 Gap,2017 Required,2017 Available,2017 Expenditure,2017 Gap,2018 Required,2018 Available,2018 Expenditure,2018 Gap,2019 Required,2019 Available,2019 Expenditure,2019 Gap,2020 Required,2020 Available,2020 Expenditure,2020 Gap,2021 Required,2021 Available,2021 Expenditure,2021 Gap,2022 Required,2022 Available,2022 Expenditure,2022 Gap,2023 Required,2023 Available,2023 Expenditure,2023 Gap,2024 Required,2024 Available,2024 Expenditure,2024 Gap
Mozambique,27192848.75,21718462.15,16814783.939999998,5474386.6000000015,25679309.75,18513602.330000002,14010854.790000001,7165707.42,37106655.75,31560428.07,28440131.83,5546227.68,25190840.75,21658253.78,15659436.51,3532586.969999999,25247415.9,21300692.46,17448711.0,3946723.4399999995,22739919.46,18785750.5,16077380.95,3954168.960000001,24013763.976666667,20390031.59,14580343.5,3623732.3866666676,30337794.976666667,21078243.8,16571133.059999999,9259551.176666666,27222299.976666667,20678159.25,18812650.67,6544140.726666667
Namibia,4817635.0,3476170.09,2940768.61,1341464.9100000001,4817635.0,4063685.2600000002,3287025.29,753949.7399999999,4817635.0,4316782.01,3823484.44,500852.9900000001,4817635.0,4000070.66,3037058.66,817564.3400000001,4817635.0,4108331.63,3517275.4,709303.37,4817635.0,4091264.75,3345006.3000000003,726370.2500000001,4817635.0,3670170.39,2750096.93,1147464.6099999999,4817635.0,3765866.55,2783434.12,1051768.45,4817635.0,3871419.78,2707172.22,946215.22
Nigeria,66927109.083333336,55879622.8,43101897.78,11047486.283333335,66927109.083333336,56890623.15,45408203.769999996,10036485.933333335,66927109.083333336,54054481.25000001,44142730.13,12872627.83333333,101825978.0,81191833.59,64159946.940000005,20634144.410000004,59552236.0,46453476.36,36794533.6,13098759.64,57411422.333333336,44851891.18,33705711.67,12559531.153333334,48918800.0,36892531.97,28419485.54,12026268.030000001,60765055.35333333,47766185.620000005,40218776.59,12998869.73333333,70949615.43333334,53202630.78,45799305.62,17746984.653333332
Rwanda,12770895.0175,11015115.14,9909301.629999999,1755779.8774999995,12770895.017499998,10100258.780000001,7590688.07,2670636.2374999993,10908120.91,9549030.059999999,8206094.720000001,1359090.85,15227200.11,12411482.899999999,10258722.48,2815717.2100000004,13312187.629999999,9385605.3,6992414.05,3926582.33,12025122.406666666,10060180.9,7023176.03,1964941.5066666661,8973794.127777778,6970417.869999999,5471552.93,2003376.257777778,12526848.459920635,10403218.92,8644405.91,2123629.539920635,12314382.959920635,9096076.780000001,7265549.87,3218306.1799206343
Sao Tome and Principe,788000.0,672978.29,624153.93,115021.70999999996,788000.0,720193.8099999999,656230.1900000001,67806.19000000005,788000.0,686952.23,520339.39,101047.76999999997,788000.0,716102.52,633568.26,71897.47999999998,788000.0,593412.51,541412.52,194587.49,788000.0,613935.84,513565.43000000005,174064.16,788000.0,568051.17,405581.99,219948.83,788000.0,596538.6100000001,450676.19,191461.38999999996,788000.0,680569.5499999999,523537.86,107430.45000000004
Sierra Leone,10846320.2,9602326.43,8565864.479999999,1243993.7700000007,10846320.2,8768108.3,7141047.2,2078211.9,10846320.2,8598841.31,6876592.57,2247478.8899999997,10846320.2,8592302.53,6514851.04,2254017.6700000004,13456793.0,12072626.74,9138732.200000001,1384166.26,10534560.0,8759760.61,6914845.82,1774799.39,7374517.0,6456069.15,4301086.65,918447.8500000004,11763328.0,8711321.129999999,6372437.91,3052006.87,11102403.0,8714870.07,7487058.76,2387532.93
Somalia,159679624.5,135664205.72,101602376.61,24015418.78,159679624.5,128361328.78999999,115248912.04,31318295.710000005,159679624.5,125549013.08999999,94613625.56,34130611.410000004,159679624.5,125268263.60000001,99542661.97,34411360.900000006,159679624.5,137177739.99,95687357.59,22501884.510000005,159776269.0,138488192.67999998,111828408.02,21288076.320000008,134880741.70000002,97844700.58000001,84923318.02,37036041.12,112843682.74000001,86877669.25999999,66243062.39,25966013.480000004,270410082.26,212193260.74,153544857.85,58216821.519999996
South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Sudan,26026366.916666664,20010352.93,16685727.450000001,6016013.986666665,26026366.916666664,20708260.05,16397047.39,5318106.866666666,26026366.916666664,22560776.46,18656198.34,3465590.456666667,22040723.166666664,18477349.46,15139660.42,3563373.7066666665,21388984.166666664,17842906.49,13095269.14,3546077.676666666,27000261.166666664,20056886.64,17221308.02,6943374.526666667,33675499.166666664,25052927.23,21689947.25,8622571.936666667,41615681.75,29178088.069999997,23092819.130000003,12437593.680000002,25543810.75,18464214.740000002,13375333.15,7079596.01
Sudan,21484080.5,18319844.490000002,15204312.129999999,3164236.0099999993,21484080.5,16498401.090000002,12720141.53,4985679.41,21484080.5,19858420.35,17271279.61,1625660.15,21484080.5,16353687.290000001,14966195.419999998,5130393.21,21484080.5,19519200.9,13473663.12,1964879.6000000006,21484080.5,15764683.190000001,13385781.329999998,5719397.31,9703899.0,7986071.43,6646913.15,1717827.5699999996,33264262.0,21695117.66,15673660.59,11569144.34,21534080.5,16940909.35,13202097.11,4593171.149999999
Tanzania,28548688.936666667,22264320.28,18051442.22,6284368.656666666,29150724.076666668,21470349.22,17416342.86,7680374.856666667,27494566.858333334,23671203.09,17761088.59,3823363.768333333,26961556.64333333,22897994.03,18591878.919999998,4063562.613333333,26984242.78333333,22669678.84,17911212.96,4314563.943333333,27827955.859666668,22360064.240000002,17751542.25,5467891.619666666,31154495.826333333,24497697.09,19464616.43,6656798.736333333,29866354.416333333,23972332.61,17276102.57,5894021.806333332,28613785.266333334,21978284.7,17266166.71,6635500.566333332
Tunisia,139971.0,105686.27,80718.14,34284.729999999996,139971.0,129243.11,91075.45,10727.89,139971.0,110387.07,74720.82,29583.929999999993,139971.0,114333.86,87200.24,25637.14,139971.0,103991.9,76830.18,35979.100000000006,139971.0,120884.19,106274.32,19086.809999999998,139971.0,111734.73,99794.82,28236.270000000004,139971.0,92337.92,69546.97,47633.08,139971.0,100427.42,74608.97,39543.58
Uganda,8500003.333333332,7724161.6,5828516.71,775841.733333333,8500003.333333332,7350666.959999999,5373689.78,1149336.3733333335,8500003.333333332,6750931.0600000005,5422228.199999999,1749072.273333333,8500003.333333332,7413504.35,5982073.78,1086498.983333333,8500003.333333332,7151393.83,6141096.29,1348609.503333333,9672272.0,7787277.4799999995,6219478.04,1884994.5200000005,7721417.0,6254365.640000001,4574590.37,1467051.3599999999,8106321.0,6713714.28,5532448.54,1392606.7199999997,8377696.333333333,6748927.13,5297227.53,1628769.2033333331
Zambia,29902765.0,20044941.24,15240968.15,9857823.76,29902765.0,24176604.29,17098075.9,5726160.71,29902765.0,21599071.16,19008059.38,8303693.840000002,29902765.0,22969786.180000003,16389335.53,6932978.819999998,29902765.0,22133896.7,16739102.020000001,7768868.299999999,29902765.0,24156136.130000003,17327585.75,5746628.869999998,29902765.0,25741843.55,21810292.11,4160921.4499999983,29902765.0,28266851.85,22065402.830000002,1635913.15,29902765.0,28306245.78,23485329.75,1596519.22
Zimbabwe,9080026.0,7797214.63,5956754.66,1282811.3699999999,9080026.0,7361007.220000001,5645230.32,1719018.78,9080026.0,7047653.34,6041870.359999999,2032372.6599999997,9080026.0,6932437.98,5589596.29,2147588.0199999996,9080026.0,7118061.97,6249359.390000001,1961964.0300000003,9080026.0,7373431.0600000005,4978210.41,1706594.94,6748943.0,5833884.37,4771128.02,915058.6300000001,11838188.0,10286368.8,9217531.98,1551819.2,9152906.0,7747180.24,6573180.46,1405725.76
Grand Total,554484224.1375,451456609.23,353966136.97999996,103027614.90750001,553572720.2774999,444208516.6,357447037.72999996,109364203.6775,560742445.4516666,460776318.35,366379230.51,99966127.10166669,586253356.0533333,473603554.75,379575408.3,112649801.30333333,515365254.72599995,422823843.38,321091465.15999997,92541411.346,539275732.803,442076357.14,356615087.78000003,97199375.66300002,501898678.46011114,396545306.79,321493669.78,105353371.6701111,546159971.6846349,428203276.24,340708819.14000005,117956695.44463493,683238527.6229682,541649408.21,422011255.15,141589119.41296825
