Country,2016 Required,2016 Available,2016 Expenditure,2016 Gap,2017 Required,2017 Available,2017 Expenditure,2017 Gap,2018 Required,2018 Available,2018 Expenditure,2018 Gap,2019 Required,2019 Available,2019 Expenditure,2019 Gap,2020 Required,2020 Available,2020 Expenditure,2020 Gap,2021 Required,2021 Available,2021 Expenditure,2021 Gap,2022 Required,2022 Available,2022 Expenditure,2022 Gap,2023 Required,2023 Available,2023 Expenditure,2023 Gap,2024 Required,2024 Available,2024 Expenditure,2024 Gap
Mozambique,177095956.0,141572948.07,120695159.52,35523007.92999999,118687122.40333334,89396992.26,75712091.82000001,29290130.143333334,67294976.98333333,56379913.22,47501385.21,10915063.763333334,280391387.4433333,209719317.95,183942673.70999998,70672069.49333334,175850356.48083332,147027377.72,103884260.41000001,28822978.760833327,243470729.09083334,181890904.07000002,130244256.16,61579825.02083333,187932796.2725,159068337.28,134883925.85,28864458.992500003,179218833.3525,124469939.48,111715559.86000001,54748893.8725,175114883.7125,130376119.95000002,107390117.58999999,44738763.762499996
Namibia,3484615.3333333335,2999197.49,2653999.62,485417.8433333333,3484615.3333333335,2794576.65,2277942.5300000003,690038.6833333333,3484615.3333333335,2723437.48,2131666.91,761177.8533333334,3484615.3333333335,2566614.9299999997,1998355.3599999999,918000.4033333334,4459346.0,3724882.61,2907519.29,734463.3900000001,3484615.3333333335,2641571.76,2087683.08,843043.5733333335,3240816.16,2749228.9800000004,2537877.53,491587.17999999993,2762500.0,2049283.5799999998,1525349.1400000001,713216.42,3485717.3533333335,2798696.46,2288082.2399999998,687020.8933333334
Nigeria,633222639.25,521693792.98,417792385.28000003,111528846.27,633222639.25,493939612.88,396693835.39,139283026.36999997,633222639.25,490588420.12,375219517.51,142634219.13,567934537.5,434505403.53,356133519.21,133429133.97000001,601695978.8333334,534619850.75,446579810.52,67076128.08333334,668008751.6333333,571480412.78,477204872.69,96528338.85333334,698796184.3333334,579958047.8199999,451618238.09,118838136.51333334,627572614.5309523,480826139.51,364159998.39,146746475.02095237,638022931.5309523,505000380.55999994,386599448.56,133022550.9709524
Rwanda,59258060.07891667,51198067.21,40956599.54,8059992.868916668,59258060.07891667,44712111.67,33736539.24,14545948.408916669,64286049.870000005,58248466.23,47806711.18,6037583.640000001,64883728.795666665,51476131.96,46138486.32,13407596.835666668,67765660.63666667,54705466.27,42629541.09,13060194.366666667,29004612.197333332,23274490.25,18948478.86,5730121.947333334,59643922.705416664,41456357.989999995,32583195.03,18187564.71541667,67864124.73708333,57209896.81999999,48102207.47,10654227.917083334,58995527.3875,49714259.48,41280776.269999996,9281267.907500004
Sao Tome and Principe,386000.0,272696.22,227488.62,113303.78,386000.0,301150.35000000003,259159.65,84849.64999999998,386000.0,297538.66000000003,248843.96999999997,88461.34,386000.0,306371.23,270119.58,79628.77,386000.0,344605.67,276685.01,41394.330000000016,386000.0,272306.91,233000.63,113693.09,386000.0,309214.7,227763.99,76785.29999999999,414719.65,322931.85000000003,278537.07,91787.79999999999,391220.61,318451.57,251055.65,72769.04000000001
Senegal,335010.0,280403.58,215200.53,54606.419999999984,335010.0,309124.84,280812.86,25885.159999999974,335010.0,237964.37,208677.96,97045.63,335010.0,247688.46,211384.88,87321.54000000001,335010.0,276390.47,220336.17,58619.53000000003,335010.0,283695.13,239759.86,51314.869999999995,335010.0,299186.76,232023.01,35823.23999999999,335010.0,257113.34,201397.02,77896.66,335010.0,223129.49,176575.92,111880.51000000001
Seychelles,1975000.0,1671109.58,1437454.19,303890.42000000004,1975000.0,1670286.01,1285372.6300000001,304713.99,1975000.0,1675037.98,1410267.56,299962.01999999996,1975000.0,1481570.74,1132140.8299999998,493429.25999999995,1975000.0,1540367.69,1357148.31,434632.31000000006,1975000.0,1667795.44,1250810.47,307204.56000000006,1975000.0,1316170.65,1006051.33,658829.35,1975000.0,1555654.76,1338273.28,419345.24,2050000.0,1500306.88,1100940.27,549693.12
Sierra Leone,5948937.8,4893851.07,4118349.5300000003,1055086.73,5948937.8,4811251.78,4069242.0700000003,1137686.02,5948937.8,4724666.88,3820553.88,1224270.92,5948937.8,4775084.76,4090374.22,1173853.04,10680370.0,8195728.990000001,6187738.84,2484641.01,3411861.0,2685360.0,1936875.55,726500.9999999999,5325983.333333333,4056452.7800000003,3160488.69,1269530.5533333332,6016899.503333333,4948341.45,4195160.07,1068558.053333333,4285995.06,3376810.44,2823086.1799999997,909184.6200000001
Somalia,1742247855.5,1328214504.34,1105256486.54,414033351.1600001,1742247855.5,1352730557.18,1189609776.3700001,389517298.32000005,1742247855.5,1436074501.62,1053684215.14,306173353.88000005,1742247855.5,1353501705.8,1047907700.62,388746149.70000005,1742247855.5,1331784184.6599998,1106413322.3,410463670.84000003,1742247855.5,1403825561.23,1030213301.6,338422294.27,492284388.87,386961678.04,280568578.65999997,105372710.83,3641253594.2200003,3171562265.54,2801274016.62,469691328.68000007,2529399256.68,1867731776.05,1622441280.03,661667480.63
South Africa,1548861.0,1080393.96,732880.62,468467.04,1548861.0,1430478.1300000001,1175326.6199999999,118382.86999999988,1548861.0,1292009.16,988286.02,256851.84000000008,1548861.0,1101820.6199999999,890846.27,447040.38000000006,1548861.0,1163307.57,804043.94,385553.43000000005,1548861.0,1183664.96,793056.54,365196.04,1548861.0,1411408.8499999999,1281528.86,137452.1500000001,1548861.0,1055173.55,867026.6699999999,493687.45,1548861.0,1183310.55,954389.29,365550.45000000007
South Sudan,407939836.1666666,326600465.03,256549918.61,81339371.13666663,407939836.1666666,283337462.53999996,241387643.88,124602373.62666664,407939836.1666666,361716618.29,289890490.8,46223217.87666662,408614836.1666666,325498085.97999996,275049163.87,83116750.18666664,408414836.1666666,302655261.87,216927423.14000002,105759574.29666662,403614836.1666666,328135880.12,240824620.19,75478956.04666662,411114836.1666666,324958164.24,252565664.06,86156671.92666662,446562723.53999996,372207038.9,306325823.96999997,74355684.64000002,480520048.0,348293555.08,280432185.28999996,132226492.92
Sudan,150000.0,119074.06,95130.75,30925.940000000002,150000.0,126566.05,83508.64,23433.949999999997,150000.0,113082.82,95585.36,36917.17999999999,150000.0,131712.27,110616.1,18287.73000000001,150000.0,128450.56,105924.91,21549.440000000002,150000.0,119104.96,102295.97,30895.039999999994,150000.0,125127.97,78359.13,24872.03,150000.0,127231.75,102533.31,22768.25,150000.0,94683.07,81997.05,55316.92999999999
Tanzania,154656839.191,127264695.28999999,95827741.68,27392143.901,160723371.13,124542036.69,99473276.81,36181334.44,152233659.185,122350950.75,95217727.49000001,29882708.435000002,128593326.64,98005871.38,82069238.05,30587455.259999994,130842936.80499999,94101512.89,76896816.22,36741423.91499999,148071484.275,117554280.78,95908830.74000001,30517203.495000012,153605484.09100002,127330227.69,107472519.11,26275256.400999997,147536139.371,108772184.28,86530670.89,38763955.091000006,141908225.561,116094423.50999999,98419571.62,25813802.051000003
Tunisia,2611633.6,2115098.03,1760837.18,496535.57000000007,2611633.6,1876630.0799999998,1380956.0,735003.52,2611633.6,2033186.17,1672655.8699999999,578447.43,2611633.6,2015262.54,1603989.31,596371.0599999999,2611633.6,2082837.2,1866943.54,528796.4000000001,2570597.0,2113470.4,1891728.2,457126.60000000003,2573022.0,2098984.94,1632023.44,474037.06000000006,2751644.0,2291856.49,2005852.4600000002,459787.5099999999,1639938.3599999999,1234694.51,918707.43,405243.85000000003
Uganda,243872405.0,190205789.6,159236394.72,53666615.40000001,243872405.0,196252881.09,158697294.94,47619523.910000004,243872405.0,162425637.49,134324290.24,81446767.51,243872405.0,176767915.7,147557344.62,67104489.3,243872405.0,184960863.76,133397589.94999999,58911541.24000001,171146991.0,158585812.13,135220389.31,12561178.870000003,180115476.0,129419177.7,118628961.82000001,50696298.3,380354748.0,335684745.14,288857604.07,44670002.860000014,244449993.0,200003761.65,149542506.91,44446231.349999994
Zambia,5787387.0,4533735.0,3906496.59,1253652.0,5787387.0,4370110.4399999995,3509676.05,1417276.56,5787387.0,4942751.18,3938801.46,844635.82,5787387.0,4918508.39,3962742.48,868878.6100000002,5787387.0,4520933.4,3590816.66,1266453.5999999999,5787387.0,4562246.8,3615019.46,1225140.2000000002,5787387.0,4860322.67,3824126.49,927064.33,5787387.0,4386145.87,3631757.4699999997,1401241.13,5787387.0,4374200.6,3370585.48,1413186.4
Zimbabwe,160715162.5,133924062.86,97468246.34,26791099.639999997,160715162.5,128721880.71,98119570.07000001,31993281.790000007,160715162.5,136961205.2,108283804.71,23753957.300000004,160715162.5,130787575.02,102668942.22,29927587.480000004,160715162.5,117958216.8,90630231.2,42756945.699999996,160715162.5,124547894.69,104809297.84,36167267.81,156207718.5,117444152.08,96323092.32,38763566.419999994,156311036.0,113174019.75,96375823.13,43137016.25,181250771.5,142899995.29,114615284.06,38350776.21000001
Grand Total,5188388783.946584,4046368931.4900002,3246799676.18,1142019852.4565835,5136046482.288918,3916314046.9900002,3281663214.57,1219732435.2989168,5080475602.115001,4059845150.189999,3175451224.3999996,1020630451.925,5208625723.395667,4095850176.2699995,3255704006.52,1112775547.1256666,4824524282.335834,3748363872.9499993,2999520065.939999,1076160409.3858333,5259014657.693167,4249145292.7400002,3311055088.7599998,1009869364.9531667,4322955811.033916,3403647368.3999996,2699368463.57,919358442.6339166,8158885385.244632,6852229071.589999,5716481475.040001,1307976633.6546311,6015060774.795881,4568823637.9800005,3698468688.569999,1446237136.815881
