Country,2016 Required,2016 Available,2016 Expenditure,2016 Gap,2017 Required,2017 Available,2017 Expenditure,2017 Gap,2018 Required,2018 Available,2018 Expenditure,2018 Gap,2019 Required,2019 Available,2019 Expenditure,2019 Gap,2020 Required,2020 Available,2020 Expenditure,2020 Gap,2021 Required,2021 Available,2021 Expenditure,2021 Gap,2022 Required,2022 Available,2022 Expenditure,2022 Gap,2023 Required,2023 Available,2023 Expenditure,2023 Gap,2024 Required,2024 Available,2024 Expenditure,2024 Gap
Comoros,819656.0,638997.64,489680.83999999997,180658.36000000002,819656.0,666662.39,504323.54000000004,152993.61000000002,819656.0,598873.2000000001,438738.94,220782.79999999996,819656.0,604691.71,501020.76999999996,214964.28999999998,619906.25,520414.75,353688.02,99491.50000000001,619906.25,520770.56,439079.00999999995,99135.69,619906.25,443664.47,330973.11,176241.78,619906.25,420010.13999999996,369963.69,199896.11000000002,619906.25,514784.4,386704.43,105121.85
Congo,896000.0,567280.81,406152.87,328719.19,896000.0,561519.02,393338.18999999994,334480.98000000004,896000.0,777722.6000000001,513020.33,118277.39999999997,896000.0,688855.74,428735.18000000005,207144.26,896000.0,759106.99,687385.91,136893.00999999995,896000.0,627258.34,401204.24,268741.66000000003,896000.0,689782.22,563810.64,206217.78000000003,896000.0,783211.38,617892.21,112788.62,896000.0,722503.95,528429.4,173496.05000000002
Cote d'Ivoire,7929112.0,5894369.6899999995,4253531.69,2034742.31,7929112.0,6049346.44,4381295.51,1879765.5599999998,7929112.0,6000179.18,4847676.220000001,1928932.8199999998,7929112.0,5906011.76,4482668.93,2023100.2400000002,7929112.0,6205400.45,5063698.12,1723711.55,7929112.0,6133672.52,4850525.08,1795439.48,6062275.666666667,4513765.1899999995,3573004.88,1548510.4766666668,8077588.0,6380525.65,5282431.88,1697062.35,6427129.0,5209506.18,4086623.7,1217622.82
Democratic Republic of the Congo,33920162.0,26024440.270000003,19003310.06,7895721.7299999995,33920162.0,28628070.94,24490669.39,5292091.0600000005,33920162.0,29238581.52,23097444.03,4681580.48,33920162.0,23301124.099999998,16453004.56,10619037.9,33920162.0,28402622.86,21905000.12,5517539.1400000015,33920162.0,25192570.25,21045830.37,8727591.749999998,33920162.0,24112843.64,16545945.68,9807318.360000001,33920162.0,23789597.73,17885409.46,10130564.27,24038882.0,17227889.25,15385957.34,6810992.750000001
Egypt,2410405.0,1899586.1800000002,1474739.8800000001,510818.81999999995,2410405.0,1999397.1500000001,1559476.29,411007.85,2410405.0,1861867.13,1546786.19,548537.87,2410405.0,1842516.7,1373300.45,567888.3,2410405.0,1795667.06,1375960.84,614737.94,2410405.0,1753148.02,1444174.23,657256.98,2689929.666666667,1958941.8499999999,1414805.72,730987.8166666668,2724692.0,1951123.1800000002,1593840.55,773568.82,3797107.0,3150198.2800000003,2475632.15,646908.72
Equatorial Guinea,62624.74,42746.75,37001.73,19877.989999999998,62766.67,42825.81,39918.26,19940.86,62627.48,49458.43,40173.11,13169.050000000003,62556.61,42393.56,28534.16,20163.050000000003,62749.94,51219.74,37981.97,11530.200000000004,60031.64,47779.29,35867.65,12252.349999999999,59584.55,55883.88,47338.73,3700.6700000000055,58798.75,42878.48,36300.87,15920.269999999997,49616.69,40069.67,25550.42,9547.020000000004
Eritrea,204163.0,156700.29,132772.98,47462.70999999999,204163.0,181502.29,137280.84,22660.709999999992,204163.0,192291.0,179803.16,11872.0,204163.0,142947.77,132603.0,61215.23000000001,204163.0,154882.68,98255.85,49280.32000000001,204163.0,129775.74,109547.83,74387.26,204163.0,134945.55,112471.84,69217.45000000001,204163.0,136107.37,115524.44,68055.63,204163.0,148142.29,121611.85,56020.70999999999
Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,1883200.0,1431481.34,1145405.19,451718.66000000003,1883200.0,1476061.17,1156184.79,407138.82999999996,1883200.0,1452538.06,1054525.8800000001,430661.94,1883200.0,1482126.54,1171913.06,401073.46,1928200.0,1510892.53,1163780.18,417307.47,1962864.0,1536509.8900000001,1156661.19,426354.11,1769200.0,1454419.09,1145555.72,314780.91000000003,1599200.0,1232040.4000000001,985220.49,367159.6,1549200.0,1225917.6099999999,956796.96,323282.39
Gambia,575000.0,383979.92,274464.56,191020.08,575000.0,429200.64,317493.36,145799.36000000002,575000.0,467804.04000000004,344830.5,107195.95999999999,575000.0,441677.52,353352.43,133322.47999999998,575000.0,433338.08999999997,340363.52,141661.91000000003,575000.0,466431.61,399618.0,108568.38999999998,356070.0,294523.21,211016.05,61546.78999999999,356070.0,304475.3,244181.51,51594.7,356070.0,289895.78,200767.95,66174.22
Ghana,767297.0,632336.63,487617.82999999996,134960.37,767297.0,666918.42,479075.13,100378.57999999999,767297.0,652582.13,560479.23,114714.87000000004,767297.0,648576.86,524265.68,118720.14,767297.0,533255.76,458857.79999999993,234041.24000000002,767297.0,661077.64,469546.92,106219.35999999999,467297.0,338082.42,284139.56,129214.57999999999,467297.0,337791.56,269663.9,129505.44,727111.0,611171.53,474565.42,115939.46999999999
Guinea,5786798.0,4479502.4,3753821.6,1307295.5999999999,5786798.0,4474378.11,3335140.39,1312419.8900000001,5786798.0,4591345.22,3593755.75,1195452.78,5786798.0,4584841.71,3565322.45,1201956.29,5786798.0,4490774.220000001,3619306.79,1296023.7799999998,5556414.0,4446056.55,3588585.18,1110357.45,5784218.571428571,4537525.8,3762371.04,1246692.7714285713,5787337.777777778,4537763.13,3393214.0199999996,1249574.647777778,5651403.333333333,4627177.5,3711077.5,1024225.8333333333
Guinea-Bissau,2398900.0,1733063.35,1475443.54,665836.6499999999,2398900.0,1745090.6800000002,1342161.37,653809.32,2398900.0,1715812.33,1331254.27,683087.6699999999,2398900.0,1644398.6,1459148.56,754501.3999999999,2398900.0,1832999.0399999998,1235844.46,565900.9600000001,2398900.0,2163054.02,1543982.46,235845.97999999998,2398900.0,1822986.23,1550553.4000000001,575913.77,2494000.0,1732379.3299999998,1402153.41,761620.67,467600.0,365971.83,310979.72,101628.17000000001
Haiti,12903631.0,8962873.030000001,6974064.54,3940757.9699999997,12903631.0,10558738.58,8446770.64,2344892.42,12903631.0,10794492.04,8754351.83,2109138.96,12903631.0,10496675.91,8546115.100000001,2406955.09,12903631.0,9891182.57,7731148.87,3012448.4299999997,12903631.0,10166946.44,8656147.73,2736684.5600000005,12903631.0,10718904.75,9852446.01,2184726.25,12903631.0,10641842.48,8399109.55,2261788.5199999996,9403631.0,8028237.19,5328985.6899999995,1375393.8099999996
Kenya,3146681.1428571427,2608838.02,1968120.49,537843.1228571427,3146681.1428571427,2634969.6399999997,2180213.9,511711.5028571429,3146681.1428571427,2710700.71,2186752.02,435980.43285714276,2445645.7142857146,1622103.3900000001,1306111.01,823542.3242857143,2315445.7142857146,1982560.6800000002,1447017.73,332885.0342857143,2301353.3333333335,1719451.75,1443076.93,581901.5833333334,2068931.4285714286,1478311.1099999999,1123792.57,590620.3185714285,2068931.4285714286,1818313.5999999999,1283148.91,250617.82857142872,2068931.4285714286,1792971.99,1451628.43,275959.43857142853
Lesotho,25000.0,19771.86,14186.82,5228.140000000001,25000.0,21122.5,15541.09,3877.5,25000.0,16517.050000000003,10803.07,8482.949999999999,25000.0,18080.04,14703.05,6919.96,25000.0,17570.47,15508.4,7429.53,25000.0,18599.13,12473.95,6400.87,25000.0,21413.67,16870.4,3586.33,25000.0,21166.45,17573.11,3833.5499999999993,25000.0,18889.5,14983.42,6110.500000000001
Liberia,340000.0,217143.63,192034.5,122856.37000000001,340000.0,283541.66000000003,232739.43,56458.34,340000.0,262158.75,225266.37000000002,77841.24999999999,340000.0,280622.38,195440.7,59377.619999999995,340000.0,285908.55,183740.65,54091.44999999999,340000.0,252222.13,202071.25,87777.87000000001,1060297.0,667658.1599999999,407486.03,392638.84,220893.0,150187.1,122216.79,70705.9,173500.0,152243.22,137408.71,21256.77999999999
Libya,8030081.0,5472990.2,4578053.45,2557090.8,8030081.0,6354188.32,4288878.41,1675892.6800000002,8030081.0,6284985.22,4838110.21,1745095.78,8030081.0,6594516.7,4788481.869999999,1435564.2999999996,8030081.0,7190076.799999999,5448046.890000001,840004.2000000003,8030081.0,7132744.94,5492038.2,897336.0599999999,8030081.0,6638669.569999999,4995257.82,1391411.4300000002,8030081.0,7455656.61,6119931.09,574424.3899999999,1627386.0,1277721.7,932189.1699999999,349664.30000000005
Madagascar,16118496.166666668,11386204.56,8898717.23,4732291.606666666,16118496.166666668,11035528.77,8618274.5,5082967.3966666665,16118496.166666668,12500174.36,10576465.93,3618321.806666667,16118496.166666668,11813582.629999999,9551251.67,4304913.536666667,16118496.166666668,11899651.31,8954131.0,4218844.856666667,16118496.166666668,12228343.09,10462817.069999998,3890153.0766666667,15762130.266666666,10834692.63,7896020.69,4927437.636666666,13644136.25,10105643.27,7482490.56,3538492.98,13214606.6,10702327.129999999,9068550.3,2512279.47
Mali,57723002.05128205,42244248.980000004,31355154.38,15478753.07128205,57723002.05128205,47137869.88,36899457.989999995,10585132.171282051,57723002.05128205,44604145.01,35304021.37,13118857.04128205,57723002.05128205,48004570.06,39236175.28,9718431.99128205,57723002.05128205,42936732.21,35831813.19,14786269.841282051,44617640.0,30388132.95,25750995.97,14229507.05,46635790.85714286,37788606.19,26849537.470000003,8847184.667142855,45742553.14285714,38776693.269999996,27535088.38,6965859.872857145,45742553.14285714,37281969.46,28948940.13,8460583.682857146
Mauritania,988384.0,772755.75,541402.48,215628.25,988384.0,709946.72,564955.05,278437.27999999997,988384.0,798769.19,651796.03,189614.81000000003,988384.0,763637.63,623350.7,224746.37,988384.0,739313.49,608951.86,249070.50999999998,988384.0,793215.16,608340.8,195168.84,988384.0,795543.28,678432.12,192840.72,801853.0,644246.41,546084.41,157606.59,849038.3,654310.33,517133.22,194727.97
Mauritius,900000.0,682670.73,557035.2000000001,217329.26999999996,900000.0,715163.97,555643.8,184836.03000000003,900000.0,732239.75,535353.83,167760.24999999997,900000.0,641365.52,476521.44,258634.48,900000.0,608764.9400000001,466594.11,291235.05999999994,900000.0,590058.5900000001,489927.95999999996,309941.41,900000.0,745637.96,558478.98,154362.03999999998,900000.0,770934.74,628324.03,129065.26000000001,900000.0,592273.12,516836.52,307726.88
Morocco,7851695.0,6732186.75,5081075.67,1119508.25,7851695.0,6447294.640000001,4921964.6,1404400.3599999999,7830935.0,6242719.16,5380258.16,1588215.84,8132069.0,6329476.58,4452917.31,1802592.42,9065666.333333334,7237787.15,5739638.03,1827879.183333333,8898999.666666668,7195661.65,5845201.98,1703338.0166666666,9232333.0,6408433.88,5092746.630000001,2823899.12,9232333.0,6814287.66,5561817.779999999,2418045.34,9067148.0,6855395.54,5484649.13,2211752.46
Namibia,486498.0,395749.91,311338.91000000003,90748.09000000003,486498.0,409007.54,278666.81,77490.46000000002,486498.0,357606.02,256014.44,128891.98000000001,486498.0,366407.67,261148.11,120090.32999999999,486498.0,381123.18,256765.94,105374.81999999999,486498.0,451374.29,307389.15,35123.71000000002,486498.0,442848.49,352743.76,43649.509999999995,486498.0,304424.73,253507.49,182073.27,486498.0,386356.70999999996,254665.16,100141.29000000001
Niger,11600000.0,9317982.85,8724135.1,2282017.1500000004,11600000.0,8340551.44,6933853.03,3259448.5599999996,11600000.0,9852977.15,6307612.05,1747022.8499999996,11600000.0,7569011.72,6602901.86,4030988.2800000003,11600000.0,9947442.26,8108222.41,1652557.7400000002,11600000.0,8247217.76,6428347.57,3352782.24,11600000.0,7760586.93,5085208.87,3839413.0700000003,11600000.0,10167522.92,7693997.58,1432477.08,11600000.0,9491889.14,5964014.25,2108110.8599999994
Nigeria,12670445.0,10030887.59,7439225.420000001,2639557.41,12670445.0,9249889.87,7036876.25,3420555.13,12670445.0,8730200.19,6695598.59,3940244.81,12670445.0,9632269.18,6621944.76,3038175.82,12790987.0,10646114.81,8960074.459999999,2144872.1900000004,13342575.0,10146702.32,7647611.100000001,3195872.6799999997,13659459.0,9574910.3,7435417.44,4084548.7,13659459.0,10794292.66,7475509.279999999,2865166.34,5951601.0,4875873.16,3417678.45,1075727.84
Rwanda,848500.0,562768.9099999999,400214.55,285731.09,848500.0,598473.64,420994.97,250026.36,848500.0,674994.25,522402.62,173505.75,502674.88,318799.52,264429.76,183875.36000000002,942059.0,768648.75,675351.29,173410.25,937613.0,779362.8,550389.62,158250.2,735777.0,643007.0900000001,490246.39999999997,92769.90999999997,735777.0,534863.29,480509.46,200913.71000000002,735777.0,509303.48,350740.64,226473.52
Sao Tome and Principe,362500.0,305369.09,254321.92,57130.91,362500.0,285746.07,232505.97999999998,76753.93,362500.0,293170.62,223988.36,69329.37999999999,362500.0,259853.68,189664.11,102646.32,362500.0,271707.41000000003,211433.66999999998,90792.59,362500.0,283565.31,211848.84,78934.69,362500.0,287504.66,259685.69,74995.34,362500.0,278343.06,225873.52,84156.94,362500.0,286257.85,223535.13999999998,76242.15
Senegal,10935753.0,7527842.13,6295668.56,3407910.87,10935753.0,7823575.82,7008640.34,3112177.18,10935753.0,9445898.25,7997684.18,1489854.7500000002,10935753.0,8150591.8,6211727.12,2785161.2,10905753.0,7874082.6899999995,6242274.94,3031670.31,10848753.0,7861061.0600000005,5843979.3,2987691.9399999995,10848753.0,8275552.160000001,6279746.840000001,2573200.84,6559396.307692308,4919812.5200000005,4134384.12,1639583.7876923075,6559396.307692308,4600236.04,3525595.92,1959160.2676923075
Seychelles,1550000.0,1287564.73,1084418.19,262435.27,1550000.0,1284206.51,1071541.75,265793.49000000005,1550000.0,1240539.31,886681.38,309460.68999999994,1550000.0,1184107.77,897828.4600000001,365892.23,1550000.0,1143554.0699999998,837097.42,406445.93000000005,1550000.0,1184488.54,903093.51,365511.45999999996,1550000.0,1131531.4100000001,875256.57,418468.58999999997,1550000.0,1270108.44,1105305.73,279891.56,1550000.0,1265164.88,875819.53,284835.12
Sierra Leone,85000.0,60229.53999999999,43305.25,24770.460000000003,85000.0,73291.53,53497.06,11708.470000000001,85000.0,59427.81,49962.62,25572.19,85000.0,62129.15,44878.1,22870.85,85000.0,77668.87,51695.490000000005,7331.130000000003,40000.0,28401.51,21125.83,11598.490000000002,715230.0,470189.02,348815.83,245040.97999999998,520000.0,435332.8,319058.1,84667.20000000003,451000.0,291146.48000000004,270315.54,159853.52
Somalia,13936047.0,9924362.12,7633842.34,4011684.88,13936047.0,10769769.24,9668794.030000001,3166277.7599999993,13936047.0,12978264.91,8714961.85,957782.0899999993,13936047.0,12397400.84,8824952.36,1538646.1599999995,13936047.0,10433179.620000001,8340852.829999999,3502867.379999999,13936047.0,12681842.35,10777196.75,1254204.6500000008,13946047.0,10725390.120000001,9455535.9,3220656.8799999994,15215607.777777778,12898582.85,9854648.58,2317024.9277777784,15215607.777777778,10852194.47,8919094.25,4363413.307777777
South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Sudan,5972000.0,4406518.49,3755492.69,1565481.51,5972000.0,3959400.6,3426523.58,2012599.4,5972000.0,4446327.34,3647201.14,1525672.6600000001,5972000.0,4478437.23,3481229.52,1493562.77,5972000.0,4606671.27,3301777.8899999997,1365328.73,5932000.0,4456371.35,3265615.6,1475628.6500000001,5932000.0,4503683.49,3129806.3200000003,1428316.51,5932000.0,4842240.45,3421616.21,1089759.55,4994000.0,3606880.94,2663939.78,1387119.06
Sudan,700000.0,597718.6699999999,460737.83999999997,102281.33000000002,700000.0,511013.8,417208.57999999996,188986.2,700000.0,541815.38,404162.56,158184.62,700000.0,544508.94,472134.69,155491.06,700000.0,585448.1799999999,484530.18,114551.82,700000.0,551711.43,420905.10000000003,148288.56999999998,700000.0,580564.06,434282.88,119435.94,700000.0,527898.45,370300.14,172101.55000000002,700000.0,527900.23,361738.26999999996,172099.77000000002
Tanzania,8383375.0,6807550.92,5581611.2,1575824.08,9095875.0,7216783.78,5078836.5600000005,1879091.2199999997,8417875.0,7263339.41,5228162.5600000005,1154535.5899999999,8867875.0,6158561.41,4472183.61,2709313.59,9067875.0,7674156.84,6473161.859999999,1393718.16,8937875.0,6905408.08,5032437.41,2032466.92,8937875.0,6476954.71,4512940.13,2460920.29,10913015.0,8355945.83,6678659.57,2557069.17,8628649.0,7045003.720000001,6055095.43,1583645.2799999998
Togo,72000.0,52031.740000000005,40515.05,19968.26,72000.0,61417.619999999995,43155.46,10582.380000000001,72000.0,62709.880000000005,55835.26,9290.119999999999,72000.0,54785.58,40181.81,17214.420000000002,72000.0,55506.36,48283.42,16493.64,72000.0,59951.0,44976.34,12049.0,72000.0,47174.53999999999,37462.270000000004,24825.460000000003,72000.0,52823.96000000001,44669.08,19176.039999999997,62918.0,46427.66,36234.770000000004,16490.339999999997
Tunisia,25691862.0,21911759.31,17576019.48,3780102.6900000004,25691862.0,19206537.04,15421120.95,6485324.96,25691862.0,21285544.45,16748078.68,4406317.55,25691862.0,20342354.38,15689159.8,5349507.62,25691862.0,20482723.1,15907849.44,5209138.9,25691862.0,18955693.22,15351122.84,6736168.779999999,22355973.0,17993665.61,14238869.75,4362307.390000001,16076676.0,12294293.65,9887098.88,3782382.3499999996,14805107.0,11277581.3,9183457.26,3527525.7
Uganda,5226687.0,4164716.83,3539008.4600000004,1061970.17,5226687.0,4431264.45,3492767.82,795422.5499999998,5226687.0,4256307.9,3068651.92,970379.1000000002,5226687.0,4075612.89,3091782.49,1151074.11,5226687.0,4013840.0300000003,3169471.88,1212846.97,5226687.0,3894610.32,3135772.86,1332076.68,4626221.0,3307844.04,2910270.9699999997,1318376.96,10746067.0,8184781.76,6537592.86,2561285.2399999998,3476066.0,3173354.04,2758660.88,302711.9599999999
Zimbabwe,9200.0,7087.94,5218.41,2112.0600000000004,9200.0,7873.32,6753.26,1326.6800000000003,9200.0,5975.51,4464.85,3224.49,9200.0,7512.5,6919.19,1687.5,9200.0,7170.88,5838.5,2029.12,9200.0,7870.37,5481.64,1329.63,9200.0,7967.08,5524.04,1232.92,3066.666666666667,1923.83,1531.19,1142.836666666667,49616.69,34720.53,29049.56,14896.160000000003
Grand Total,314438814.7008059,238111750.16,184402581.22000003,76327064.54080586,315151456.6308059,246052430.28,195683915.42999998,69099026.35080586,314452557.4408059,253194042.74999997,196044433.80999997,61258514.69080586,314096760.02223444,242934948.75,189429700.91000003,71161811.27223444,315067434.7222345,245458675.71,194927893.32,69608759.01223443,301418843.8833333,229271019.5,185433109.65,72147824.38333333,299174047.10880953,227989114.55,173750295.83999997,71184932.55880952,295228510.9530098,233879540.42999998,177490195.89000002,61348970.52300978,248678832.31211603,194290088.51,153560854.68,54388743.802116044
