Country,2016 Required,2016 Available,2016 Expenditure,2016 Gap,2017 Required,2017 Available,2017 Expenditure,2017 Gap,2018 Required,2018 Available,2018 Expenditure,2018 Gap,2019 Required,2019 Available,2019 Expenditure,2019 Gap,2020 Required,2020 Available,2020 Expenditure,2020 Gap,2021 Required,2021 Available,2021 Expenditure,2021 Gap,2022 Required,2022 Available,2022 Expenditure,2022 Gap,2023 Required,2023 Available,2023 Expenditure,2023 Gap,2024 Required,2024 Available,2024 Expenditure,2024 Gap
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,300000.0,0.0,2203100.0,2073100.0,1385348.0,130000.0,3185468.0,3185468.0,1594730.0,0.0,745000.0,520000.0,520000.0,225000.0
Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3109585.0,2539353.0,837219.0,570232.0
Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14725.0,14725.0,14725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011600.0,842600.0,360038.0,169000.0,1727221.0,1315221.0,0.0,392000.0
Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583334.0,460000.0,458900.0,123334.0,570000.0,500000.0,343599.0,70000.0,1150000.0,1150000.0,158331.0,0.0,2644783.0,75000.0,72500.0,0.0,1065359.0,725359.0,284314.0,340000.0,1115250.0,924257.0,485499.0,190993.0
Rwanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171000.0,171000.0,171000.0,0.0,66250.0,66249.0,66250.0,1.0,0.0,0.0,175673.0,0.0,850105.0,385048.0,385048.0,465057.0,850105.0,850105.0,0.0,0.0,140000.0,140000.0,140000.0,0.0,0.0,0.0,0.0,0.0
Sao Tome and Principe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728615.0,728674.0,598484.0,-59.0,2043000.0,1665597.0,698773.0,377403.0
Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158215.0,235215.0,110000.0,923000.0,309972.0,198230.0,134000.0,111742.0,120000.0,0.0,120000.0,50000.0,2488615.0,2009584.0,131915.0,639031.0,315000.0,315000.0,0.0,0.0,33167639.0,45565921.0,26075796.0,-12398282.0
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230000.0,83903.0,63903.0,126097.0
Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,70000.0,70000.0,-35000.0,0.0,0.0,0.0,0.0,385696.0,385696.0,385696.0,0.0,400000.0,400000.0,400000.0,0.0,3240549.0,3240548.0,2959163.0,1.0
Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868000.0,618000.0,553072.0,250000.0,846004.0,806004.0,227275.0,40000.0,67000.0,67000.0,0.0,0.0,101500.0,101500.0,86500.0,0.0
South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617892.0,0.0,3119382.0,0.0,617892.0,0.0,0.0,0.0,617892.0,0.0,12156.0,0.0,617892.0,617892.0,617892.0,0.0,0.0,0.0,0.0,0.0,300000.0,150000.0,0.0,150000.0
Tanzania,315000.0,315000.0,250075.0,0.0,255000.0,105000.0,53000.0,150000.0,54222.0,28222.0,0.0,0.0,51778.0,25778.0,28222.0,26000.0,20000.0,27000.0,0.0,-7000.0,0.0,0.0,0.0,0.0,3778678.0,1853873.0,908796.0,1554805.0,5146362.0,2696817.0,1031878.0,2449545.0,3504615.0,1952894.0,864453.0,1370727.0
Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,1324956.0,654956.0,493414.0,670000.0,173918.0,173918.0,112500.0,0.0
Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144000.0,144000.0,54000.0,0.0,459000.0,459000.0,0.0,0.0,845000.0,844863.0,844863.0,137.0,3768903.0,3772630.0,0.0,-3727.0
Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,600000.0,500000.0,0.0,182000.0,454498.0,314038.0,-272498.0,250000.0,340000.0,336000.0,-90000.0,3496358.0,3374358.0,1576658.0,122000.0
Zambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8554500.0,4351000.0,0.0,4203500.0
Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5485387.0,5598280.0,5116406.0,-112893.0,12191416.0,8032502.0,2496420.0,4158914.0,12323073.0,5570000.0,4104266.0,6753073.0
Grand Total,315000.0,315000.0,250075.0,0.0,255000.0,105000.0,53000.0,150000.0,1113519.0,457519.0,984437.48,80000.0,10764857.0,6558743.0,11193365.0,3478222.0,2829222.0,1066588.0,4712755.0,144742.0,41035554.0,16093842.0,10432488.0,20870122.0,70337668.0,42074813.0,25090650.0,24793072.0,66360315.0,50322429.0,27262743.0,14903436.0,258432897.0,222373618.0,112154539.0,33333285.0
