"Country","Plan name","Strategic priority code","Strategic priority","Outcome code","Outcome","Output code","Output","Sub-Output publication status","Sub-Output code","Sub-Output","ID","Description","Start date","End date","Status","Joint Programmes / Initiatives names","Joint Programmes / Initiatives types","Agency abbreviations","Agencies","Contributing partners","Implementation partners","SDG Targets","SDG Goals","Geography","QCPR function","Humanitarian marker","Humanitarian marker narrative","Gender marker","Gender marker narrative","Human rights marker","Suboutput also contributes to the following outputs","Human rights marker narrative","Sustaining peace marker","Sustaining peace marker narrative","LNOB groups targeted","Focal users","Non Monetary Assistance","Total required resources","Total available resources","Total expenditure resources","2018 Required","2018 Available","2018 Expenditure","2018 Narrative","2019 Required","2019 Available","2019 Expenditure","2019 Narrative","2020 Required","2020 Available","2020 Expenditure","2020 Narrative","2021 Required","2021 Available","2021 Expenditure","2021 Narrative","2022 Required","2022 Available","2022 Expenditure","2022 Narrative","2023 Required","2023 Available","2023 Expenditure","2023 Narrative","2024 Required","2024 Available","2024 Expenditure","2024 Narrative","2025 Required","2025 Available","2025 Expenditure","2025 Narrative","2026 Required","2026 Available","2026 Expenditure","2026 Narrative","2027 Required","2027 Available","2027 Expenditure","2027 Narrative"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.1","Outcome 3.1 : Strengthened institutions and systems deliver people-centred, evidence and needs-based equitable and inclusive gender- and age-responsive services, especially for the most vulnerable populations, with particular focus on advocating for women’s leadership in decision-making processes."," 3.1.2 ","Output 3.1.2 : Government supported to develop and implement gender-sensitive, and evidence-based, inclusive legislation and policies in accordance and adherence to international instruments for improved services to the people of Iraq.","Yes","3.1.2.53","Key Activity 3.1.2.53: Train teachers and parents on nutrition & health education","87386","-","2021-02-01","2024-02-01","Closed","-","-","WFP","United Nations World Food Programme","United Nations World Food Programme","Iraq Ministry of Education","2.1 By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round.","2 Zero Hunger","Al-Anbar, Diyala, Al-Thawra, Al-Mahaweel, Qalat Saleh, Al-Baaj, Iraq, Ana, Baladruz, Al-Hamza, Al-Khidhir, Al-Qadissiya, Daquq, Al-Chibayish, Balad, Al-Namaniya, Shat Al-Arab, Baghdad, Babil, Maysan, Ninewa, Kirkuk, Thi Qar, Salah Al-Din, Wassit, Al-Basrah, Al-Muthanna","Capacity Development/Technical Assistance","Appeal","","2 - Gender equality/ women’s empowerment is a significant objective","","2 - Significant contribution to realization of human rights","-","","2 - Sustaining Peace is a significant objective","","Other","Saja Al-Taie",,"120000","120000","60000","","","","-","","","","-","","","","-","60000","60000","","-","","","","-","60000","60000","60000","WFP organized SBCC training in August 2023, 50 participants from 20 Directorates of Education and health officials trained and spearheaded campaigns on healthier diets, improved hygiene, and enhanced public health awareness. Post-training activities included training school health supervisors, interactive school sessions, and community engagement. In total around 6,000 beneficiaries were reached including students, teachers, parents and community members. ","","","","","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.1","Outcome 3.1 : Strengthened institutions and systems deliver people-centred, evidence and needs-based equitable and inclusive gender- and age-responsive services, especially for the most vulnerable populations, with particular focus on advocating for women’s leadership in decision-making processes."," 3.1.2 ","Output 3.1.2 : Government supported to develop and implement gender-sensitive, and evidence-based, inclusive legislation and policies in accordance and adherence to international instruments for improved services to the people of Iraq.","Yes","3.1.2.9","Key Activity 3.1.2.9: Developing Education Capacity Development plans at national and governorate levels (System Building and Capacity Strengthening of MOE and its Agencies for Effective Delivery of Quality Education Outcomes)","12666","-","2020-01-01","2023-07-31","Closed","-","-","UNESCO","United Nations Educational, Scientific and Cultural Organisation","European Union","Ministry of Education","4.c By 2030, substantially increase the supply of qualified teachers, including through international cooperation for teacher training in developing countries, especially least developed countries and small island developing States.","4 Quality Education","Thi Qar, Baghdad, Iraq, Al-Basrah, Al-Qadissiya","Capacity Development/Technical Assistance","-","-","2 - Gender equality/ women’s empowerment is a significant objective","","2 - Significant contribution to realization of human rights","-","","2 - Sustaining Peace is a significant objective","","Youth, Children , Other","-",,"300000","300000","280000","","","","-","","","","-","","","","-","100000","100000","80000","-","100000","100000","100000","-","100000","100000","100000","-","","","","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.1","Outcome 3.1 : Strengthened institutions and systems deliver people-centred, evidence and needs-based equitable and inclusive gender- and age-responsive services, especially for the most vulnerable populations, with particular focus on advocating for women’s leadership in decision-making processes."," 3.1.3","Output  3.1.3 : Service delivery systems at national and local levels are supported to progressively deliver universal access to services in more responsive, equitable, inclusive, accountable, and transparent manner","Yes","3.1.3.24","Key Activity 3.1.3.24: Capacity development on education planning, budgeting and monitoring","12742","-","2020-01-01","2024-12-31","Closed","-","-","UNICEF","United Nations Children's Fund","Government of Germany","Ministry of Education","4.1 By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes.","4 Quality Education","Erbil, Iraq, Baghdad","Capacity Development/Technical Assistance, Support Functions","Appeal","","2 - Gender equality/ women’s empowerment is a significant objective","","1 - Limited contribution to realization of human rights","-","","1 - Contributes to sustaining peace empowerment in a limited way","","Children , Other","-",,"12500","12500","10000","","","","-","","","","-","10000","10000","10000","-","","0","","-","","0","","-","2500","2500","","-","","0","","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.1","Outcome 3.1 : Strengthened institutions and systems deliver people-centred, evidence and needs-based equitable and inclusive gender- and age-responsive services, especially for the most vulnerable populations, with particular focus on advocating for women’s leadership in decision-making processes."," 3.1.3","Output  3.1.3 : Service delivery systems at national and local levels are supported to progressively deliver universal access to services in more responsive, equitable, inclusive, accountable, and transparent manner","Yes","3.1.3.28","Key Activity 3.1.3.28: Population has optimal access to education","35649","-","2020-01-01","2024-12-31","Closed","-","-","UNHCR","United Nations High Commissioner for Refugees","Austria Federal Ministry of Education, Science and Research","Norwegian Refugee Council","4.1 By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes.","4 Quality Education","Erbil, Duhok, Al-Sulaymaniyah, Iraq","Direct Support/ Service Delivery","Appeal","","2 - Gender equality/ women’s empowerment is a significant objective","","3 - Principal contribution is to the realization of human rights","-","","2 - Sustaining Peace is a significant objective","","Refugees & Asylum Seekers, Internally Displaced Persons, Stateless Persons","Maher Alakashi",,"35911022","33210335","32637858","","","","-","","","","-","2075105","2006673","1946472","-","2327379","2250628","2228121","-","5046755","5046755","5046755","-","12955158","10399654","10399654","-","13506625","13506625","13016856","-","","","","-","","","","-","","","","-"
"Jordan","United Nations Sustainable Development Framework (UNSDF) 2018-2022","3","Strategic Priority 3 - SP 3:Enhanced Opportunities","1","Outcome 3.1 - Enhanced opportunities for inclusive engagement of people living in Jordan in the economic, social, environmental and political spheres.","13","Output 3.1.3 - Strengthening Social Opportunities: Cultural and Social Platforms that influence positive change in behaviors, encourage volunteerism, and promote social cohesion are established/sustained","Yes","3.1.3.7","3.1.3.7 - Provision of Education, ICT, Technical and Vocational Training for girls and women in Oasis centres","72744","UN Women, in partnership with Second Chance Education (SCE), provides Education and ICT for girls, young women and older women in Oasis centers in refugee camps. In non-camp settings, technical and vocational training for women with a focus on ICT and non-traditional sectors that will feature job-rich growth and decent employment. ","2018-01-01","2022-06-30","Implementation","-","-","UN Women","UN Women","BHP billiton foundation","Arab Women Organization","5.b Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women.","5 Gender Equality","Jordan","Direct Support/ Service Delivery","-","-","3 - Gender equality/ women’s empowerment is the principal objective","-","2 - Significant contribution to realization of human rights","-","-","-","-","-","-",,"326600","326600","0","","","","-","","","","-","","","","-","136300","136300","","-","190300","190300","","-","","","","-","","","","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.10","Key Activity 3.2.1.10: Enhancing teachers’ capacities in service delivery at central and governorate levels (System Building and Capacity Strengthening of MOE and its Agencies for Effective Delivery of Quality Education Outcomes)","12900","-","2020-01-01","2023-05-31","Closed","-","-","UNESCO","United Nations Educational, Scientific and Cultural Organisation","European Union","Iraq Ministry of Education","4.c By 2030, substantially increase the supply of qualified teachers, including through international cooperation for teacher training in developing countries, especially least developed countries and small island developing States.","4 Quality Education","Al-Qadissiya, Al-Basrah, Thi Qar, Baghdad, Iraq","Capacity Development/Technical Assistance","-","-","2 - Gender equality/ women’s empowerment is a significant objective","","2 - Significant contribution to realization of human rights","-","","2 - Sustaining Peace is a significant objective","","Children ","-",,"500000","400000","400000","","","","-","","","","-","","","","-","100000","100000","100000","-","200000","200000","200000","-","200000","100000","100000","-","","","","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.11","Key Activity 3.2.1.11: Enrolled OOSC in 6 targeted governorates (Improving access to quality and inclusive education with gender equality for out-of-school children in Iraq)","12907","-","2020-01-01","2023-01-31","Closed","-","-","UNESCO","United Nations Educational, Scientific and Cultural Organisation","EEA/Qatar","Sorouh","4.1 By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes.","4 Quality Education","Erbil, Ninewa, Salah Al-Din, Thi Qar, Babil, Baghdad, Iraq","Other (including coordination)","-","-","2 - Gender equality/ women’s empowerment is a significant objective","","2 - Significant contribution to realization of human rights","-","","2 - Sustaining Peace is a significant objective","","Women & Girls, Children ","-",,"2000000","1500000","1300000","","","","-","","","","-","500000","500000","400000","-","500000","500000","400000","-","500000","0","","-","500000","500000","500000","-","","","","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.12","Key Activity 3.2.1.12: Enrolment rates improved of primary and secondary school age IDPs, returnees, remainees and refugees in targeted schools Access to inclusive quality primary and secondary education for IDPs and Refugees in crisis-affected areas in Iraq)","12908","-","2020-01-01","2022-12-31","Closed","-","-","UNESCO","United Nations Educational, Scientific and Cultural Organisation","European Union","PAO, WADI","4.1 By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes.","4 Quality Education","Ninewa, Salah Al-Din, Erbil, Iraq, Al-Anbar, Duhok, Al-Sulaymaniyah","Other (including coordination)","-","-","2 - Gender equality/ women’s empowerment is a significant objective","","2 - Significant contribution to realization of human rights","-","","2 - Sustaining Peace is a significant objective","","Children , Internally Displaced Persons","-",,"2000000","1500000","1200000","","","","-","","","","-","1000000","1000000","800000","-","500000","500000","400000","-","500000","0","","-","","0","","-","","0","","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.14","Key Activity 3.2.1.14: Mitigating the Impact of COVID 19 on Education through distance learning","35797","-","2021-03-01","2022-03-31","Closed","-","-","UNESCO","United Nations Educational, Scientific and Cultural Organisation","Government of Japan","Iraq Ministry of Education","4.1 By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes.","4 Quality Education","Iraq","Direct Support/ Service Delivery","-","-","2 - Gender equality/ women’s empowerment is a significant objective","","2 - Significant contribution to realization of human rights","-","","2 - Sustaining Peace is a significant objective","","Other","-",,"500000","500000","0","","","","-","","","","-","","","","-","500000","500000","","-","","","","-","","","","-","","","","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.15","Key Activity 3.2.1.15: Ensuring Continued Learning for All Education Rapid Response to Covid-19 school closures through provision of electronic devices to extremely vulnerable children","35798","-","2021-01-01","2021-12-31","Closed","-","-","UNESCO","United Nations Educational, Scientific and Cultural Organisation","Government of Sweden","Iraq Ministry of Education","4.1 By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes.","4 Quality Education","Al-Mosul, Ninewa, Iraq","Other (including coordination)","-","-","2 - Gender equality/ women’s empowerment is a significant objective","","2 - Significant contribution to realization of human rights","-","","-","-","Children ","-",,"500000","500000","0","","","","-","","","","-","","","","-","500000","500000","","-","","","","-","","","","-","","","","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.16","Key Activity 3.2.1.16: Enhanced capacity of civil society organizations active in the provision of educational services for IDP, returnees, remainees[i] and refugee population in Iraq for project implementation (Access to inclusive quality primary and secondary education for IDPs and Refugees in crisis-affected areas in Iraq)","12887","-","2020-01-01","2022-12-31","Closed","-","-","UNESCO","United Nations Educational, Scientific and Cultural Organisation","European Union","PAO, WADI","4.1 By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes.","4 Quality Education","Erbil, Iraq, Al-Anbar, Al-Sulaymaniyah, Salah Al-Din, Ninewa, Duhok","Capacity Development/Technical Assistance","-","-","2 - Gender equality/ women’s empowerment is a significant objective","","2 - Significant contribution to realization of human rights","-","","2 - Sustaining Peace is a significant objective","","Internally Displaced Persons, Children ","-",,"300000","200000","160000","","","","-","","","","-","100000","100000","80000","-","100000","100000","80000","-","100000","0","","-","","0","","-","","0","","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.17","Key Activity 3.2.1.17: Strengthened MoE national and Directorate systems and capacities for quality management, curriculum and labour market alignment for vocational education (Jobs Creation Through Technical & Vocation education SYSTEM Strengthening & Labour Market Linkages (TVET REFORM PHASE 2)","35800","-","2021-01-01","2024-12-31","Closed","-","-","UNESCO","United Nations Educational, Scientific and Cultural Organisation","European Union","Iraq Ministry of Education","4.4 By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship.","4 Quality Education","Al-Basrah, Duhok, Baghdad, Kerbala, Ninewa, Iraq","Capacity Development/Technical Assistance","-","-","2 - Gender equality/ women’s empowerment is a significant objective","","2 - Significant contribution to realization of human rights","-","","1 - Contributes to sustaining peace empowerment in a limited way","","Youth","-",,"1600000","1000580","1000579","","","","-","","","","-","","","","-","500000","0","","-","500000","500000","500000","-","600000","500580","500579","-","","0","0","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.18","Key Activity 3.2.1.18: Capacity building of education providers, PTAs and NGOs aimed at improving quality of education","12886","-","2020-01-01","2022-12-31","Closed","-","-","UNESCO","United Nations Educational, Scientific and Cultural Organisation","EEA/Qatar","Sorouh","4.1 By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes.","4 Quality Education","Salah Al-Din, Babil, Ninewa, Baghdad, Iraq, Thi Qar","Capacity Development/Technical Assistance","-","-","2 - Gender equality/ women’s empowerment is a significant objective","","0 - Not expected to contribute to realization of human rights","-","","2 - Sustaining Peace is a significant objective","","Other, Children ","-",,"900000","900000","600000","","","","-","","","","-","300000","300000","300000","-","300000","300000","300000","-","300000","300000","","-","","0","","-","","0","","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.27","Key Activity 3.2.1.27: Expand Early Childhood Education (ECE) for the most vulnerable children in Iraq","12896","-","2020-01-01","2024-12-31","Closed","-","-","UNICEF","United Nations Children's Fund","BPRM, European Commission Directorate-General for European Civil Protection and Humanitarian Aid Operations, Global Thematic - Education, Government of France, Government of Germany, Government of Japan, Government of the Netherlands, Government of the Republic of Korea, KFW - GERMANY","Ministry of Education","4.2 By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education.","4 Quality Education","Iraq","Capacity Development/Technical Assistance, Support Functions","Appeal","","2 - Gender equality/ women’s empowerment is a significant objective","","3 - Principal contribution is to the realization of human rights","-","","1 - Contributes to sustaining peace empowerment in a limited way","","Children ","-",,"2436289","2436289","2436289","","","","-","","","","-","113000","113000","113000","-","","0","","-","1013150","1013150","1013150","-","1026992","1026992","1026992","-","283147","283147","283147","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.42","Enhanced involvement of Civil Society Organizations (CSOs) in advocating for education policies and monitoring institutional accountability to ensure access to and completion of quality education.","168253","1. Strengthened capacities of CSOs to develop and implement initiatives to promote the right to education in Iraq","2024-01-01","2024-12-31","Closed","-","-","UNESCO","United Nations Educational, Scientific and Cultural Organisation","European Union","Central Statistics Office - Ministry of Planning, Iraq Ministry of Education, Iraq-General Directorate of Education","4.1 By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes.","4 Quality Education","Al-Basrah, Baghdad, Erbil, Ninewa, Iraq, Al-Anbar","Capacity Development/Technical Assistance","-","-","3 - Gender equality/ women’s empowerment is the principal objective","","2 - Significant contribution to realization of human rights","-","","2 - Sustaining Peace is a significant objective","","-","-",,"764857","764857","535700","","","","-","","","","-","","","","-","","","","-","","","","-","","","","-","764857","764857","535700","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.43","Increased participation of Civil Society Organisations (CSOs) in education policy advocacy and monitoring of institutional accountability on access to and completion of quality education.","168257","1. Increased opportunities for CSO engagement in educational dialogues 
2. Strengthened capacities of CSOs to develop and implement initiatives to promote the right to education in Iraq","2024-01-01","2024-12-31","Closed","-","-","UNICEF","United Nations Children's Fund","European Union","Central Statistics Office - Ministry of Planning, Iraq Ministry of Education, Iraq-General Directorate of Education","4.1 By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes.","4 Quality Education","Ninewa, Erbil, Baghdad, Al-Basrah, Al-Anbar, Iraq","Capacity Development/Technical Assistance, Other (including coordination)","-","-","3 - Gender equality/ women’s empowerment is the principal objective","","2 - Significant contribution to realization of human rights","-","","2 - Sustaining Peace is a significant objective","","Children ","-",,"95523","95523","95523","","","","-","","","","-","","","","-","","","","-","","","","-","","","","-","95523","95523","95523","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.7","Key Activity 3.2.1.7: Improved and expanded learning conditions in schools for OOSC (Improving access to quality and inclusive education with gender equality for out-of-school children in Iraq)","35795","-","2020-01-01","2022-12-31","Closed","-","-","UNESCO","United Nations Educational, Scientific and Cultural Organisation","EEA/Qatar","Iraq Ministry of Education","4.a Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all.","4 Quality Education","Iraq, Thi Qar, Baghdad, Babil","Other (including coordination)","-","-","2 - Gender equality/ women’s empowerment is a significant objective","","2 - Significant contribution to realization of human rights","-","","2 - Sustaining Peace is a significant objective","","Children , Women & Girls","-",,"3000000","3000000","3000000","","","","-","","","","-","1000000","1000000","1000000","-","1000000","1000000","1000000","-","1000000","1000000","1000000","-","","0","","-","","","","-","","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","3","STRATEGIC PRIORITY 3 : Promoting Effective, Inclusive and Efficient Institutions and Services","3.2","Outcome 3.2 : People in Iraq, civil society and communities, particularly women, have improved capacity to lead, participate in and contribute to the design and delivery of equitable and responsive services, especially for the most vulnerable populations.","3.2.1 ","Output 3.2.1 : Decision-making processes related to improved services delivery are supported to promote and ensure inclusive participation of communities, civil society, and vulnerable populations","Yes","3.2.1.8","Key Activity 3.2.1.8: Availability of adequate learning content and learning materials ensured for IDPs, returnees, remainees and refugees (Access to inclusive quality primary and secondary education for IDPs and Refugees in crisis-affected areas in Iraq)","12936","-","2020-01-01","2022-12-31","Closed","-","-","UNESCO","United Nations Educational, Scientific and Cultural Organisation","European Union","PAO, WADI","4.1 By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes.","4 Quality Education","Erbil, Iraq, Duhok, Al-Sulaymaniyah, Ninewa, Al-Anbar, Salah Al-Din","Other (including coordination)","-","-","2 - Gender equality/ women’s empowerment is a significant objective","","2 - Significant contribution to realization of human rights","-","","2 - Sustaining Peace is a significant objective","","Children , Internally Displaced Persons","-",,"1500000","1000000","800000","","","","-","","","","-","500000","500000","400000","-","500000","500000","400000","-","500000","0","","-","","0","","-","","","","-","","","","-","","","","-","","","","-"
"Syria","United Nations Strategic Framework","2","Pillar II:  Sustainable Socio-economic Recovery","2","Outcome 2:  Better access for people, especially the most vulnerable, to social protection services, sustainable livelihoods, and inclusive and equitable socio-economic recovery.","2.2","Output 2.2: Supporting social protection systems to ensure vulnerable populations have access to social assistance, services, and insurance","Yes","4","Health insurance for TVET trainees to ensure financial protection, promote uninterrupted education and support transition into a secure and productive workforce.","182872","Provide health insurance for trainees in technical and vocational education and training to ensure educational continuity.","2025-01-01","2025-12-31","Implementation","-","-","UNRWA","The United Nations Relief and Works Agency for Palestine Refugees in the Near East","-","-","3.8 Achieve universal health coverage, including financial risk protection, access to quality essential health-care services and access to safe, effective, quality and affordable essential medicines and vaccines for all.,4.4 By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship.,8.6 By 2020, substantially reduce the proportion of youth not in employment, education or training.","3 Good Health and Well-being, 4 Quality Education, 8 Decent Jobs and Economic Growth","Syrian Arab Republic","Direct Support/ Service Delivery","-","-","1 - Contributes to gender equality/women’s empowerment in a limited way","-","2 - Significant contribution to realization of human rights","-","-","-","-","-","-",,"13500","0","0","","","","-","","","","-","","","","-","","","","-","","","","-","","","","-","","","","-","13500","","","-","","","","-","","","","-"
"Iraq","United Nations Sustainable Development Cooperation Framework","4","STRATEGIC PRIORITY 4 : Promoting Natural Resource and Disaster Risk Management, and Climate Change Resilience","4.1","Outcome 4.1 : Strengthened and resourced policies and frameworks are implemented for managing natural resources (including trans-boundary issues), developing renewable resources, and increasing resilience to climate change, environmental stress and natural hazards, and man-made and natural disasters","4.1.2","Output 4.1.2 :  National and international institutions and partnerships strengthened to promote gender-responsive environmental protection and management of natural resources.","Yes","4.1.2.12","Key Activity 4.1.2.12: The health and productivity of marine, freshwater and terrestrial ecosystems are institutionalized in education, monitoring and cross-sector and trans-boundary collaboration frameworks at national and international levels.","13011","-","2020-01-01","2024-06-30","Closed","-","-","UNEP","United Nations Environment Programme","The Global Environment Facility","Government of Iraq, United Nations Environment Programme","14.2 By 2020, sustainably manage and protect marine and coastal ecosystems to avoid significant adverse impacts, including by strengthening their resilience, and take action for their restoration in order to achieve healthy and productive oceans.","14 Life Below Water","Iraq","Normative Support, Policy Advice and Thought Leadership, Capacity Development/Technical Assistance, Convening/Partnerships/Knowledge Sharing, Data Collection and Analysis","Appeal","","2 - Gender equality/ women’s empowerment is a significant objective","","0 - Not expected to contribute to realization of human rights","-","","1 - Contributes to sustaining peace empowerment in a limited way","","Human rights defenders (incl. NGOs, journalists, union leaders, whistleblowers…) , Women & Girls, Children , Youth","Miraq Aljubouri",,"0","0","0","","","","-","","","","-","","","","-","","","","-","","","","-","","0","","-","","","","-","","","","-","","","","-","","","","-"
